code_departement;code_region;annee;nombre;taux_pour_mille_habitants;population_insee;population_insee_par_annee;logement_insee;logement_insee_par_annee;libelle_du_departement;inscrits;abstentions;votants;blancs;nuls;pourcentage_absention;pourcentage_votant_departement;pourcentage_blanc;pourcentage_nuls;nb_voix;pourcentage_voix;sexe;nom
77;11;2016;5788;4.14;1397665;2016;604627;2016;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;12843;1.43;0;0
75;11;2023;19706;9.32;2113705;2022;1396753;2021;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;9591;0.7;0;10
95;11;2017;2100;1.71;1228618;2017;504100;2017;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;26403;3.6;1;8
92;11;2020;1162;0.71;1626213;2020;815765;2020;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;9743;0.98;0;10
93;11;2020;23044;13.92;1655422;2020;696152;2020;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;5890;0.74;1;6
77;11;2016;13320;9.53;1397665;2016;604627;2016;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;13797;1.53;0;2
95;11;2023;13016;10.24;1270845;2022;529926;2021;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;91081;12.42;1;3
95;11;2017;4525;8.98;1228618;2017;504100;2017;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;138166;18.84;0;1
92;11;2018;4637;2.86;1619120;2018;801737;2018;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;47103;4.72;0;7
93;11;2020;9758;5.89;1655422;2020;696152;2020;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;64543;8.13;1;3
78;11;2021;95;0.07;1456365;2021;661312;2021;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;3963;0.41;0;9
78;11;2022;10841;7.37;1470778;2022;661312;2021;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;101398;10.55;1;3
91;11;2016;20;0.02;1287330;2016;550895;2016;Essonne;799500;192200;607300;8954;3405;24.04;75.96;1.12;0.43;33046;4.13;1;8
93;11;2022;19;0.01;1681725;2022;705282;2021;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;266632;33.58;0;5
95;11;2017;54;0.04;1228618;2017;504100;2017;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;26403;3.6;1;8
75;11;2021;535;0.25;2133111;2021;1396753;2021;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;317372;23.2;0;5
78;11;2020;1363;0.94;1449723;2020;654741;2020;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;13687;1.42;0;2
75;11;2018;160;0.07;2175601;2018;1386846;2018;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;9591;0.7;0;10
78;11;2024;2085;1.42;1470778;2022;661312;2021;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;64407;6.7;0;4
94;11;2021;8808;6.22;1415367;2021;662168;2021;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;31904;4.01;0;7
78;11;2023;1886;1.28;1470778;2022;661312;2021;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;168585;17.54;0;5
77;11;2017;52;0.04;1403997;2017;612076;2017;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;155738;17.32;1;3
93;11;2020;6096;8.76;1655422;2020;696152;2020;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;19352;2.44;0;7
75;11;2017;7892;3.61;2187526;2017;1382779;2017;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;58429;4.27;1;3
95;11;2021;4277;3.4;1256607;2021;529926;2021;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;91081;12.42;1;3
78;11;2022;30;0.02;1470778;2022;661312;2021;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;11721;1.22;0;0
94;11;2021;4571;3.23;1415367;2021;662168;2021;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;171409;21.53;0;1
75;11;2024;369;0.17;2113705;2022;1396753;2021;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;58429;4.27;1;3
78;11;2019;4404;3.04;1448207;2019;649383;2019;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;40470;4.21;0;7
77;11;2021;1027;0.71;1438100;2021;641376;2021;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;165208;18.37;0;1
92;11;2022;1998;1.21;1647435;2022;824372;2021;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;13170;1.32;0;0
91;11;2020;1216;0.93;1306118;2020;577712;2020;Essonne;799500;192200;607300;8954;3405;24.04;75.96;1.12;0.43;4306;0.54;0;9
77;11;2024;818;0.56;1452399;2022;641376;2021;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;7853;0.87;1;6
93;11;2016;94;0.06;1606660;2016;662466;2016;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;6300;0.79;0;10
92;11;2019;14088;8.67;1624357;2019;807711;2019;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;199640;20.01;0;5
94;11;2016;7201;5.23;1378151;2016;626297;2016;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;192427;24.17;0;5
75;11;2018;10538;4.84;2175601;2018;1386846;2018;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;58429;4.27;1;3
78;11;2017;3784;2.63;1438266;2017;637200;2017;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;61296;6.38;1;8
78;11;2019;2876;1.99;1448207;2019;649383;2019;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;246062;25.6;0;1
78;11;2019;10076;6.96;1448207;2019;649383;2019;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;9046;0.94;1;6
94;11;2022;2711;1.91;1419531;2022;662168;2021;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;3730;0.47;0;9
91;11;2016;2253;1.75;1287330;2016;550895;2016;Essonne;799500;192200;607300;8954;3405;24.04;75.96;1.12;0.43;15203;1.9;0;10
77;11;2020;4393;6.93;1428636;2020;634163;2020;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;15042;1.67;0;10
93;11;2017;9101;5.61;1623111;2017;671680;2017;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;19352;2.44;0;7
92;11;2021;4354;5.28;1635291;2021;824372;2021;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;199640;20.01;0;5
75;11;2022;6353;3.01;2113705;2022;1396753;2021;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;9591;0.7;0;10
92;11;2024;3940;2.39;1647435;2022;824372;2021;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;64812;6.5;1;3
93;11;2017;3400;2.09;1623111;2017;671680;2017;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;17481;2.2;1;8
91;11;2024;2061;1.56;1324546;2022;587710;2021;Essonne;799500;192200;607300;8954;3405;24.04;75.96;1.12;0.43;105862;13.24;1;3
78;11;2024;710;0.48;1470778;2022;661312;2021;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;13097;1.36;0;10
77;11;2024;10157;6.99;1452399;2022;641376;2021;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;7853;0.87;1;6
94;11;2018;2945;2.11;1396913;2018;640016;2018;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;43430;5.46;0;4
95;11;2024;10344;8.14;1270845;2022;529926;2021;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;37564;5.12;0;4
93;11;2016;7531;4.69;1606660;2016;662466;2016;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;11642;1.47;0;0
94;11;2023;2245;1.58;1419531;2022;662168;2021;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;171409;21.53;0;1
78;11;2017;1060;0.74;1438266;2017;637200;2017;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;64407;6.7;0;4
94;11;2024;1438;1.01;1419531;2022;662168;2021;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;8276;1.04;1;6
77;11;2022;4580;7.14;1452399;2022;641376;2021;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;155738;17.32;1;3
75;11;2021;6575;3.08;2133111;2021;1396753;2021;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;22901;1.67;1;6
77;11;2021;4144;6.46;1438100;2021;641376;2021;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;47893;5.33;0;4
75;11;2018;759;0.35;2175601;2018;1386846;2018;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;372820;27.25;0;1
95;11;2018;2496;2.02;1238581;2018;510302;2018;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;10060;1.37;0;0
77;11;2024;4852;3.34;1452399;2022;641376;2021;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;155738;17.32;1;3
91;11;2017;9620;7.42;1296130;2017;558684;2017;Essonne;799500;192200;607300;8954;3405;24.04;75.96;1.12;0.43;167310;20.93;0;5
77;11;2017;4417;3.15;1403997;2017;612076;2017;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;47893;5.33;0;4
92;11;2021;1807;1.11;1635291;2021;824372;2021;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;9743;0.98;0;10
92;11;2016;3312;2.07;1603268;2016;789809;2016;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;10518;1.05;1;6
75;11;2023;16758;7.93;2113705;2022;1396753;2021;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;12139;0.89;0;2
91;11;2018;2309;1.78;1296641;2018;564587;2018;Essonne;799500;192200;607300;8954;3405;24.04;75.96;1.12;0.43;164503;20.58;0;1
92;11;2022;5143;3.12;1647435;2022;824372;2021;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;287494;28.82;0;1
93;11;2024;331;0.2;1681725;2022;705282;2021;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;110118;13.87;0;1
94;11;2016;80;0.06;1378151;2016;626297;2016;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;8276;1.04;1;6
94;11;2020;4735;3.36;1407972;2020;654340;2020;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;8944;1.12;0;2
94;11;2019;17270;12.27;1407124;2019;647289;2019;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;171409;21.53;0;1
93;11;2024;6953;4.13;1681725;2022;705282;2021;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;17481;2.2;1;8
94;11;2016;1478;1.07;1378151;2016;626297;2016;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;69599;8.74;1;3
75;11;2019;11048;5.1;2165423;2019;1389375;2019;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;317372;23.2;0;5
78;11;2016;974;0.68;1431808;2016;629383;2016;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;9046;0.94;1;6
77;11;2023;2090;1.44;1452399;2022;641376;2021;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;26718;2.97;0;7
94;11;2016;3000;2.18;1378151;2016;626297;2016;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;14954;1.88;0;0
77;11;2023;4154;2.86;1452399;2022;641376;2021;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;15042;1.67;0;10
93;11;2021;25160;15.08;1668670;2021;705282;2021;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;6805;0.86;0;2
77;11;2020;3787;2.65;1428636;2020;634163;2020;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;4600;0.51;0;9
75;11;2017;22409;10.24;2187526;2017;1382779;2017;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;17267;1.26;0;0
92;11;2024;11;0.01;1647435;2022;824372;2021;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;64812;6.5;1;3
75;11;2019;162378;74.99;2165423;2019;1389375;2019;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;17267;1.26;0;0
92;11;2018;4004;2.47;1619120;2018;801737;2018;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;9743;0.98;0;10
92;11;2016;972;0.61;1603268;2016;789809;2016;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;62761;6.29;0;4
92;11;2023;4088;2.48;1647435;2022;824372;2021;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;3704;0.37;0;9
92;11;2017;49;0.03;1609306;2017;796181;2017;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;62761;6.29;0;4
75;11;2020;143;0.07;2145906;2020;1393800;2020;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;9591;0.7;0;10
78;11;2020;3900;5.96;1449723;2020;654741;2020;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;11721;1.22;0;0
78;11;2016;1362;0.95;1431808;2016;629383;2016;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;168585;17.54;0;5
78;11;2019;11152;7.7;1448207;2019;649383;2019;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;101398;10.55;1;3
92;11;2024;2029;1.23;1647435;2022;824372;2021;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;10518;1.05;1;6
94;11;2020;266;0.19;1407972;2020;654340;2020;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;32522;4.09;1;8
78;11;2018;2400;1.67;1441398;2018;643946;2018;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;13097;1.36;0;10
95;11;2018;2662;2.15;1238581;2018;510302;2018;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;20710;2.82;0;7
93;11;2019;514;0.31;1644903;2019;687238;2019;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;6805;0.86;0;2
92;11;2016;2462;1.54;1603268;2016;789809;2016;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;199640;20.01;0;5
92;11;2018;1828;1.13;1619120;2018;801737;2018;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;64812;6.5;1;3
91;11;2018;1123;0.87;1296641;2018;564587;2018;Essonne;799500;192200;607300;8954;3405;24.04;75.96;1.12;0.43;13480;1.69;0;0
91;11;2020;9901;7.58;1306118;2020;577712;2020;Essonne;799500;192200;607300;8954;3405;24.04;75.96;1.12;0.43;11610;1.45;0;2
92;11;2022;6495;3.94;1647435;2022;824372;2021;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;64812;6.5;1;3
94;11;2020;2226;1.58;1407972;2020;654340;2020;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;8944;1.12;0;2
95;11;2019;4621;3.7;1249674;2019;517063;2019;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;9101;1.24;0;2
94;11;2024;7358;5.18;1419531;2022;662168;2021;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;192427;24.17;0;5
77;11;2024;51;0.04;1452399;2022;641376;2021;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;7853;0.87;1;6
92;11;2024;2029;1.23;1647435;2022;824372;2021;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;9743;0.98;0;10
92;11;2016;287;0.18;1603268;2016;789809;2016;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;3704;0.37;0;9
75;11;2019;27730;12.81;2165423;2019;1389375;2019;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;9591;0.7;0;10
95;11;2023;1486;1.17;1270845;2022;529926;2021;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;138166;18.84;0;1
78;11;2022;1975;1.34;1470778;2022;661312;2021;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;13097;1.36;0;10
78;11;2020;3292;2.27;1449723;2020;654741;2020;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;101398;10.55;1;3
78;11;2016;137;0.1;1431808;2016;629383;2016;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;61296;6.38;1;8
92;11;2022;5143;3.12;1647435;2022;824372;2021;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;62231;6.24;1;8
78;11;2020;1684;1.16;1449723;2020;654741;2020;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;64407;6.7;0;4
92;11;2021;2327;1.42;1635291;2021;824372;2021;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;287494;28.82;0;1
94;11;2020;1838;1.31;1407972;2020;654340;2020;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;8276;1.04;1;6
91;11;2017;4866;8.71;1296130;2017;558684;2017;Essonne;799500;192200;607300;8954;3405;24.04;75.96;1.12;0.43;29562;3.7;0;7
91;11;2022;10021;7.57;1324546;2022;587710;2021;Essonne;799500;192200;607300;8954;3405;24.04;75.96;1.12;0.43;105862;13.24;1;3
78;11;2024;10;0.01;1470778;2022;661312;2021;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;3963;0.41;0;9
94;11;2017;2442;1.76;1387926;2017;633207;2017;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;9359;1.18;0;10
75;11;2023;19706;9.32;2113705;2022;1396753;2021;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;5732;0.42;0;9
93;11;2018;636;0.39;1632677;2018;679663;2018;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;64543;8.13;1;3
78;11;2020;10155;7.0;1449723;2020;654741;2020;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;3963;0.41;0;9
92;11;2017;5263;6.61;1609306;2017;796181;2017;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;62231;6.24;1;8
93;11;2022;10869;6.46;1681725;2022;705282;2021;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;64543;8.13;1;3
91;11;2022;3380;2.55;1324546;2022;587710;2021;Essonne;799500;192200;607300;8954;3405;24.04;75.96;1.12;0.43;29562;3.7;0;7
78;11;2019;2475;1.71;1448207;2019;649383;2019;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;64407;6.7;0;4
94;11;2021;4873;7.36;1415367;2021;662168;2021;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;31904;4.01;0;7
78;11;2021;2415;1.66;1456365;2021;661312;2021;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;13097;1.36;0;10
77;11;2020;3048;2.13;1428636;2020;634163;2020;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;12843;1.43;0;0
77;11;2018;12340;8.74;1412516;2018;619784;2018;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;7853;0.87;1;6
93;11;2021;478;0.29;1668670;2021;705282;2021;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;6805;0.86;0;2
77;11;2020;3048;2.13;1428636;2020;634163;2020;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;47893;5.33;0;4
77;11;2023;4765;3.28;1452399;2022;641376;2021;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;12843;1.43;0;0
92;11;2018;1289;0.8;1619120;2018;801737;2018;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;64812;6.5;1;3
92;11;2021;3600;2.2;1635291;2021;824372;2021;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;287494;28.82;0;1
93;11;2024;4147;2.47;1681725;2022;705282;2021;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;27969;3.52;0;4
78;11;2022;10;0.01;1470778;2022;661312;2021;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;13097;1.36;0;10
92;11;2016;20889;13.03;1603268;2016;789809;2016;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;11260;1.13;0;2
94;11;2016;1478;1.07;1378151;2016;626297;2016;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;171409;21.53;0;1
78;11;2023;102;0.07;1470778;2022;661312;2021;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;168585;17.54;0;5
93;11;2021;2525;1.51;1668670;2021;705282;2021;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;27969;3.52;0;4
75;11;2023;19706;9.32;2113705;2022;1396753;2021;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;86088;6.29;0;4
94;11;2023;7233;5.1;1419531;2022;662168;2021;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;31904;4.01;0;7
93;11;2020;3397;2.05;1655422;2020;696152;2020;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;3663;0.46;0;9
92;11;2018;5296;3.27;1619120;2018;801737;2018;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;11260;1.13;0;2
94;11;2024;7358;5.18;1419531;2022;662168;2021;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;32522;4.09;1;8
91;11;2018;5041;8.93;1296641;2018;564587;2018;Essonne;799500;192200;607300;8954;3405;24.04;75.96;1.12;0.43;39284;4.91;0;4
92;11;2023;4088;2.48;1647435;2022;824372;2021;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;47103;4.72;0;7
94;11;2019;268;0.19;1407124;2019;647289;2019;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;3730;0.47;0;9
95;11;2019;1435;1.15;1249674;2019;517063;2019;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;3352;0.46;0;9
91;11;2019;4641;3.57;1301659;2019;570417;2019;Essonne;799500;192200;607300;8954;3405;24.04;75.96;1.12;0.43;39284;4.91;0;4
92;11;2020;74;0.05;1626213;2020;815765;2020;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;13170;1.32;0;0
77;11;2022;7995;5.5;1452399;2022;641376;2021;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;36828;4.1;1;8
75;11;2021;9645;6.91;2133111;2021;1396753;2021;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;22901;1.67;1;6
95;11;2022;159;0.13;1270845;2022;529926;2021;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;3352;0.46;0;9
78;11;2019;7401;5.11;1448207;2019;649383;2019;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;13687;1.42;0;2
94;11;2021;6144;4.34;1415367;2021;662168;2021;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;192427;24.17;0;5
92;11;2018;2393;1.48;1619120;2018;801737;2018;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;13170;1.32;0;0
91;11;2020;1286;0.98;1306118;2020;577712;2020;Essonne;799500;192200;607300;8954;3405;24.04;75.96;1.12;0.43;105862;13.24;1;3
77;11;2022;139;0.1;1452399;2022;641376;2021;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;36828;4.1;1;8
75;11;2020;7166;3.34;2145906;2020;1393800;2020;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;317372;23.2;0;5
75;11;2020;3427;1.6;2145906;2020;1393800;2020;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;86088;6.29;0;4
78;11;2021;4018;6.08;1456365;2021;661312;2021;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;13687;1.42;0;2
75;11;2018;10520;4.84;2175601;2018;1386846;2018;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;5732;0.42;0;9
91;11;2016;753;0.58;1287330;2016;550895;2016;Essonne;799500;192200;607300;8954;3405;24.04;75.96;1.12;0.43;15203;1.9;0;10
94;11;2021;3530;2.49;1415367;2021;662168;2021;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;192427;24.17;0;5
95;11;2019;1181;0.95;1249674;2019;517063;2019;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;9101;1.24;0;2
77;11;2020;3787;2.65;1428636;2020;634163;2020;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;13797;1.53;0;2
75;11;2021;22;0.01;2133111;2021;1396753;2021;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;80268;5.87;0;7
78;11;2020;1638;1.13;1449723;2020;654741;2020;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;9046;0.94;1;6
93;11;2019;7131;10.38;1644903;2019;687238;2019;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;5890;0.74;1;6
91;11;2024;3654;2.76;1324546;2022;587710;2021;Essonne;799500;192200;607300;8954;3405;24.04;75.96;1.12;0.43;39284;4.91;0;4
92;11;2016;2154;1.34;1603268;2016;789809;2016;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;3704;0.37;0;9
75;11;2022;4446;2.1;2113705;2022;1396753;2021;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;372820;27.25;0;1
