code_departement;code_region;annee;nombre;taux_pour_mille_habitants;population_insee;population_insee_par_annee;logement_insee;logement_insee_par_annee;libelle_du_departement;inscrits;abstentions;votants;blancs;nuls;pourcentage_absention;pourcentage_votant_departement;pourcentage_blanc;pourcentage_nuls;nb_voix;pourcentage_voix;sexe;nom
77;11;2018;5114;3.62;1412516;2018;619784;2018;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;47893;5.33;0;4
93;11;2019;6231;3.79;1644903;2019;687238;2019;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;110118;13.87;0;1
95;11;2017;2224;1.81;1228618;2017;504100;2017;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;3352;0.46;0;9
92;11;2016;5295;6.7;1603268;2016;789809;2016;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;62761;6.29;0;4
78;11;2021;5333;3.66;1456365;2021;661312;2021;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;13097;1.36;0;10
94;11;2016;332;0.24;1378151;2016;626297;2016;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;3730;0.47;0;9
92;11;2016;1071;0.67;1603268;2016;789809;2016;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;10518;1.05;1;6
95;11;2022;10774;8.48;1270845;2022;529926;2021;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;175666;23.95;0;5
78;11;2022;7427;5.05;1470778;2022;661312;2021;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;101398;10.55;1;3
92;11;2022;144;0.09;1647435;2022;824372;2021;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;62761;6.29;0;4
95;11;2022;3849;3.03;1270845;2022;529926;2021;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;37564;5.12;0;4
95;11;2018;12004;9.69;1238581;2018;510302;2018;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;10060;1.37;0;0
95;11;2024;1932;1.52;1270845;2022;529926;2021;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;91081;12.42;1;3
92;11;2022;2471;1.5;1647435;2022;824372;2021;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;62761;6.29;0;4
77;11;2019;2203;1.55;1421197;2019;626435;2019;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;36828;4.1;1;8
91;11;2018;5041;8.93;1296641;2018;564587;2018;Essonne;799500;192200;607300;8954;3405;24.04;75.96;1.12;0.43;164503;20.58;0;1
78;11;2024;9765;6.64;1470778;2022;661312;2021;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;13097;1.36;0;10
78;11;2023;2075;1.41;1470778;2022;661312;2021;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;61296;6.38;1;8
78;11;2019;2876;1.99;1448207;2019;649383;2019;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;13687;1.42;0;2
77;11;2018;6273;4.44;1412516;2018;619784;2018;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;12843;1.43;0;0
93;11;2023;12355;7.35;1681725;2022;705282;2021;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;266632;33.58;0;5
77;11;2022;7839;5.4;1452399;2022;641376;2021;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;7853;0.87;1;6
77;11;2016;4918;3.52;1397665;2016;604627;2016;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;47893;5.33;0;4
94;11;2023;1621;1.14;1419531;2022;662168;2021;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;32522;4.09;1;8
75;11;2018;10538;4.84;2175601;2018;1386846;2018;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;86088;6.29;0;4
93;11;2021;25160;15.08;1668670;2021;705282;2021;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;6300;0.79;0;10
78;11;2020;8617;5.94;1449723;2020;654741;2020;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;9046;0.94;1;6
93;11;2024;3201;1.9;1681725;2022;705282;2021;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;27969;3.52;0;4
91;11;2023;1067;0.81;1324546;2022;587710;2021;Essonne;799500;192200;607300;8954;3405;24.04;75.96;1.12;0.43;29562;3.7;0;7
94;11;2018;4641;3.32;1396913;2018;640016;2018;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;8276;1.04;1;6
91;11;2021;9211;7.01;1313768;2021;587710;2021;Essonne;799500;192200;607300;8954;3405;24.04;75.96;1.12;0.43;105862;13.24;1;3
93;11;2017;26;0.02;1623111;2017;671680;2017;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;64543;8.13;1;3
92;11;2019;11937;7.35;1624357;2019;807711;2019;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;9743;0.98;0;10
93;11;2023;6005;8.51;1681725;2022;705282;2021;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;64543;8.13;1;3
78;11;2019;833;0.58;1448207;2019;649383;2019;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;61296;6.38;1;8
92;11;2020;3308;2.03;1626213;2020;815765;2020;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;9743;0.98;0;10
75;11;2020;15334;7.15;2145906;2020;1393800;2020;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;9591;0.7;0;10
78;11;2023;2012;1.37;1470778;2022;661312;2021;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;13097;1.36;0;10
94;11;2023;10152;7.15;1419531;2022;662168;2021;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;192427;24.17;0;5
95;11;2024;7110;5.59;1270845;2022;529926;2021;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;138166;18.84;0;1
94;11;2020;266;0.19;1407972;2020;654340;2020;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;192427;24.17;0;5
94;11;2023;2947;2.08;1419531;2022;662168;2021;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;43430;5.46;0;4
94;11;2022;6984;4.92;1419531;2022;662168;2021;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;43430;5.46;0;4
91;11;2021;44;0.03;1313768;2021;587710;2021;Essonne;799500;192200;607300;8954;3405;24.04;75.96;1.12;0.43;11610;1.45;0;2
92;11;2023;1804;1.1;1647435;2022;824372;2021;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;287494;28.82;0;1
78;11;2020;8617;5.94;1449723;2020;654741;2020;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;61296;6.38;1;8
94;11;2020;2491;1.77;1407972;2020;654340;2020;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;8944;1.12;0;2
92;11;2020;4736;2.91;1626213;2020;815765;2020;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;287494;28.82;0;1
75;11;2021;3608;1.69;2133111;2021;1396753;2021;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;17267;1.26;0;0
75;11;2017;32;0.01;2187526;2017;1382779;2017;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;86088;6.29;0;4
77;11;2021;4162;2.89;1438100;2021;641376;2021;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;7853;0.87;1;6
92;11;2016;15430;9.62;1603268;2016;789809;2016;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;62231;6.24;1;8
94;11;2022;4063;2.86;1419531;2022;662168;2021;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;9359;1.18;0;10
92;11;2019;20804;12.81;1624357;2019;807711;2019;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;3704;0.37;0;9
94;11;2024;9;0.01;1419531;2022;662168;2021;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;69599;8.74;1;3
91;11;2016;20;0.02;1287330;2016;550895;2016;Essonne;799500;192200;607300;8954;3405;24.04;75.96;1.12;0.43;105862;13.24;1;3
77;11;2022;7839;5.4;1452399;2022;641376;2021;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;170969;19.01;0;5
94;11;2017;7576;5.46;1387926;2017;633207;2017;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;171409;21.53;0;1
75;11;2016;17398;7.94;2190327;2016;1374377;2016;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;17267;1.26;0;0
92;11;2017;1086;0.67;1609306;2017;796181;2017;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;47103;4.72;0;7
93;11;2022;5780;3.44;1681725;2022;705282;2021;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;64543;8.13;1;3
77;11;2016;4918;3.52;1397665;2016;604627;2016;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;15042;1.67;0;10
77;11;2023;4154;2.86;1452399;2022;641376;2021;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;26718;2.97;0;7
78;11;2022;5882;4.0;1470778;2022;661312;2021;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;13687;1.42;0;2
92;11;2017;2541;1.58;1609306;2017;796181;2017;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;13170;1.32;0;0
78;11;2017;1060;0.74;1438266;2017;637200;2017;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;13687;1.42;0;2
91;11;2022;3687;2.78;1324546;2022;587710;2021;Essonne;799500;192200;607300;8954;3405;24.04;75.96;1.12;0.43;13480;1.69;0;0
77;11;2020;9933;6.95;1428636;2020;634163;2020;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;36828;4.1;1;8
92;11;2022;14104;8.56;1647435;2022;824372;2021;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;287494;28.82;0;1
95;11;2021;10787;8.58;1256607;2021;529926;2021;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;9101;1.24;0;2
92;11;2018;4637;2.86;1619120;2018;801737;2018;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;10518;1.05;1;6
95;11;2016;10;0.01;1221923;2016;497749;2016;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;138166;18.84;0;1
91;11;2022;56;0.04;1324546;2022;587710;2021;Essonne;799500;192200;607300;8954;3405;24.04;75.96;1.12;0.43;39284;4.91;0;4
78;11;2024;5976;4.06;1470778;2022;661312;2021;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;40470;4.21;0;7
78;11;2016;4168;2.91;1431808;2016;629383;2016;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;11721;1.22;0;0
78;11;2020;1638;1.13;1449723;2020;654741;2020;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;13097;1.36;0;10
95;11;2016;1006;0.82;1221923;2016;497749;2016;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;91081;12.42;1;3
95;11;2023;1486;1.17;1270845;2022;529926;2021;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;20710;2.82;0;7
78;11;2019;3526;2.43;1448207;2019;649383;2019;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;13687;1.42;0;2
77;11;2021;6790;4.72;1438100;2021;641376;2021;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;12843;1.43;0;0
78;11;2017;144;0.1;1438266;2017;637200;2017;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;40470;4.21;0;7
93;11;2022;6292;8.92;1681725;2022;705282;2021;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;6300;0.79;0;10
92;11;2021;156;0.1;1635291;2021;824372;2021;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;3704;0.37;0;9
94;11;2021;16781;11.86;1415367;2021;662168;2021;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;69599;8.74;1;3
92;11;2022;144;0.09;1647435;2022;824372;2021;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;62231;6.24;1;8
91;11;2024;109;0.08;1324546;2022;587710;2021;Essonne;799500;192200;607300;8954;3405;24.04;75.96;1.12;0.43;29562;3.7;0;7
94;11;2019;20;0.01;1407124;2019;647289;2019;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;8944;1.12;0;2
75;11;2016;8932;4.08;2190327;2016;1374377;2016;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;69564;5.08;1;8
78;11;2021;54;0.04;1456365;2021;661312;2021;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;64407;6.7;0;4
91;11;2019;5915;4.54;1301659;2019;570417;2019;Essonne;799500;192200;607300;8954;3405;24.04;75.96;1.12;0.43;7944;0.99;1;6
95;11;2020;9616;7.68;1251804;2020;523106;2020;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;91081;12.42;1;3
93;11;2017;7504;4.62;1623111;2017;671680;2017;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;19352;2.44;0;7
77;11;2022;4580;7.14;1452399;2022;641376;2021;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;26718;2.97;0;7
95;11;2021;221;0.18;1256607;2021;529926;2021;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;138166;18.84;0;1
77;11;2017;2642;1.88;1403997;2017;612076;2017;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;13797;1.53;0;2
77;11;2019;806;0.57;1421197;2019;626435;2019;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;12843;1.43;0;0
78;11;2024;5976;4.06;1470778;2022;661312;2021;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;9046;0.94;1;6
91;11;2022;178;0.13;1324546;2022;587710;2021;Essonne;799500;192200;607300;8954;3405;24.04;75.96;1.12;0.43;164503;20.58;0;1
78;11;2023;6103;4.15;1470778;2022;661312;2021;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;168585;17.54;0;5
75;11;2023;5228;2.47;2113705;2022;1396753;2021;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;58429;4.27;1;3
95;11;2023;19;0.01;1270845;2022;529926;2021;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;6094;0.83;1;6
94;11;2021;20;0.01;1415367;2021;662168;2021;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;69599;8.74;1;3
92;11;2024;11;0.01;1647435;2022;824372;2021;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;9743;0.98;0;10
92;11;2017;5263;6.61;1609306;2017;796181;2017;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;10518;1.05;1;6
95;11;2020;4740;3.79;1251804;2020;523106;2020;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;91081;12.42;1;3
77;11;2016;1006;0.72;1397665;2016;604627;2016;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;165208;18.37;0;1
93;11;2018;3765;2.31;1632677;2018;679663;2018;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;5890;0.74;1;6
91;11;2020;150;0.11;1306118;2020;577712;2020;Essonne;799500;192200;607300;8954;3405;24.04;75.96;1.12;0.43;164503;20.58;0;1
95;11;2022;3852;7.27;1270845;2022;529926;2021;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;8996;1.23;0;10
77;11;2019;2203;1.55;1421197;2019;626435;2019;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;26718;2.97;0;7
78;11;2020;4976;3.43;1449723;2020;654741;2020;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;9046;0.94;1;6
93;11;2019;2032;1.24;1644903;2019;687238;2019;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;266632;33.58;0;5
78;11;2019;6181;4.27;1448207;2019;649383;2019;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;13097;1.36;0;10
77;11;2024;872;0.6;1452399;2022;641376;2021;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;7853;0.87;1;6
78;11;2022;2945;2.0;1470778;2022;661312;2021;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;13097;1.36;0;10
93;11;2017;102;0.06;1623111;2017;671680;2017;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;6300;0.79;0;10
92;11;2020;4427;5.43;1626213;2020;815765;2020;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;62761;6.29;0;4
93;11;2016;94;0.06;1606660;2016;662466;2016;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;11642;1.47;0;0
77;11;2017;2642;1.88;1403997;2017;612076;2017;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;47893;5.33;0;4
95;11;2018;2690;2.17;1238581;2018;510302;2018;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;9101;1.24;0;2
93;11;2018;7092;4.34;1632677;2018;679663;2018;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;6300;0.79;0;10
77;11;2016;1006;0.72;1397665;2016;604627;2016;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;12843;1.43;0;0
93;11;2016;724;0.45;1606660;2016;662466;2016;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;11642;1.47;0;0
95;11;2019;2894;2.32;1249674;2019;517063;2019;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;3352;0.46;0;9
75;11;2022;5142;2.43;2113705;2022;1396753;2021;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;58429;4.27;1;3
94;11;2021;2364;1.67;1415367;2021;662168;2021;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;9359;1.18;0;10
77;11;2023;18;0.01;1452399;2022;641376;2021;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;7853;0.87;1;6
94;11;2022;10936;7.7;1419531;2022;662168;2021;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;69599;8.74;1;3
91;11;2017;4866;8.71;1296130;2017;558684;2017;Essonne;799500;192200;607300;8954;3405;24.04;75.96;1.12;0.43;7944;0.99;1;6
78;11;2019;2475;1.71;1448207;2019;649383;2019;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;101398;10.55;1;3
94;11;2019;5742;4.08;1407124;2019;647289;2019;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;8944;1.12;0;2
77;11;2018;45;0.03;1412516;2018;619784;2018;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;155738;17.32;1;3
95;11;2016;5446;4.46;1221923;2016;497749;2016;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;9101;1.24;0;2
92;11;2019;1342;0.83;1624357;2019;807711;2019;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;62761;6.29;0;4
91;11;2021;4047;3.08;1313768;2021;587710;2021;Essonne;799500;192200;607300;8954;3405;24.04;75.96;1.12;0.43;4306;0.54;0;9
92;11;2020;4099;2.52;1626213;2020;815765;2020;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;62231;6.24;1;8
78;11;2018;6519;4.52;1441398;2018;643946;2018;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;3963;0.41;0;9
92;11;2024;3882;2.36;1647435;2022;824372;2021;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;62761;6.29;0;4
94;11;2021;1873;1.32;1415367;2021;662168;2021;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;8944;1.12;0;2
77;11;2024;51;0.04;1452399;2022;641376;2021;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;12843;1.43;0;0
92;11;2019;5445;3.35;1624357;2019;807711;2019;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;11260;1.13;0;2
94;11;2017;2578;1.86;1387926;2017;633207;2017;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;192427;24.17;0;5
94;11;2021;1930;1.36;1415367;2021;662168;2021;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;8944;1.12;0;2
75;11;2018;21700;9.97;2175601;2018;1386846;2018;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;372820;27.25;0;1
75;11;2019;41;0.02;2165423;2019;1389375;2019;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;80268;5.87;0;7
93;11;2018;3765;2.31;1632677;2018;679663;2018;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;19352;2.44;0;7
95;11;2022;16;0.01;1270845;2022;529926;2021;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;26403;3.6;1;8
95;11;2016;6560;5.37;1221923;2016;497749;2016;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;20710;2.82;0;7
93;11;2020;145;0.09;1655422;2020;696152;2020;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;17481;2.2;1;8
92;11;2019;193;0.12;1624357;2019;807711;2019;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;62761;6.29;0;4
91;11;2018;12;0.01;1296641;2018;564587;2018;Essonne;799500;192200;607300;8954;3405;24.04;75.96;1.12;0.43;164503;20.58;0;1
75;11;2017;7992;3.65;2187526;2017;1382779;2017;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;80268;5.87;0;7
77;11;2021;9100;6.33;1438100;2021;641376;2021;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;13797;1.53;0;2
95;11;2022;3053;2.4;1270845;2022;529926;2021;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;9101;1.24;0;2
77;11;2019;9921;6.98;1421197;2019;626435;2019;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;15042;1.67;0;10
92;11;2018;1229;0.76;1619120;2018;801737;2018;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;62231;6.24;1;8
78;11;2018;711;0.49;1441398;2018;643946;2018;Yvelines;961245;211708;749537;9601;3430;22.02;77.98;1.0;0.36;246062;25.6;0;1
94;11;2016;6021;9.61;1378151;2016;626297;2016;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;69599;8.74;1;3
93;11;2024;5533;3.29;1681725;2022;705282;2021;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;11642;1.47;0;0
91;11;2017;1022;0.79;1296130;2017;558684;2017;Essonne;799500;192200;607300;8954;3405;24.04;75.96;1.12;0.43;7944;0.99;1;6
75;11;2018;10538;4.84;2175601;2018;1386846;2018;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;5732;0.42;0;9
93;11;2023;12355;7.35;1681725;2022;705282;2021;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;27969;3.52;0;4
92;11;2023;182;0.11;1647435;2022;824372;2021;Hauts-de-Seine;997667;208790;788877;11841;2294;20.93;79.07;1.19;0.23;11260;1.13;0;2
95;11;2022;3849;3.03;1270845;2022;529926;2021;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;10060;1.37;0;0
93;11;2016;2724;1.7;1606660;2016;662466;2016;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;17481;2.2;1;8
77;11;2021;1765;1.23;1438100;2021;641376;2021;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;15042;1.67;0;10
91;11;2018;2309;1.78;1296641;2018;564587;2018;Essonne;799500;192200;607300;8954;3405;24.04;75.96;1.12;0.43;39284;4.91;0;4
75;11;2019;160;0.07;2165423;2019;1389375;2019;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;12139;0.89;0;2
77;11;2021;2278;1.58;1438100;2021;641376;2021;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;170969;19.01;0;5
75;11;2019;160;0.07;2165423;2019;1389375;2019;Paris;1368025;296668;1071357;11028;5267;21.69;78.31;0.81;0.39;58429;4.27;1;3
95;11;2022;2554;2.01;1270845;2022;529926;2021;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;26403;3.6;1;8
94;11;2021;4844;3.42;1415367;2021;662168;2021;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;31904;4.01;0;7
77;11;2016;4918;3.52;1397665;2016;604627;2016;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;36828;4.1;1;8
77;11;2021;6790;4.72;1438100;2021;641376;2021;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;170969;19.01;0;5
94;11;2022;4063;2.86;1419531;2022;662168;2021;Val-de-Marne;796086;195409;600677;8501;3118;24.55;75.45;1.07;0.39;31904;4.01;0;7
95;11;2018;230;0.19;1238581;2018;510302;2018;Val-d'Oise;733529;192853;540676;8027;3064;26.29;73.71;1.09;0.42;37564;5.12;0;4
77;11;2018;6;0.0;1412516;2018;619784;2018;Seine-et-Marne;899303;223172;676131;11057;4145;24.82;75.18;1.23;0.46;47893;5.33;0;4
93;11;2017;9101;5.61;1623111;2017;671680;2017;Seine-Saint-Denis;793929;239927;554002;7607;3244;30.22;69.78;0.96;0.41;6300;0.79;0;10
